track_id,album_id,artist_id,duration_sec
302,254,4958,190
303,5899,3259,461
304,3802,5597,199
305,1481,213,235
306,12569,1727,195
307,431,5828,184
308,10918,1015,190
309,1280,6651,311
310,3196,92,253
311,12009,4431,238
312,5583,2484,107
313,12734,1359,158
314,6031,6096,221
315,6192,2276,155
316,6803,5895,169
317,8816,358,269
318,10570,298,147
319,9738,702,219
320,6274,2470,215
321,4866,3111,289
322,8467,3384,211
323,9961,4775,275
324,6885,1872,133
325,9554,4015,163
326,9563,2219,196
327,10032,2099,233
328,6068,2385,92
329,12719,5770,136
330,6996,4587,256
331,577,5857,223
332,9656,1141,324
333,7673,4514,326
334,5936,5843,441
335,12335,4313,173
336,1123,5268,257
337,12167,1277,282
338,10489,5140,297
339,9738,702,216
340,10860,5945,216
341,9600,3714,351
342,1690,6190,190
343,277,3481,120
344,4755,3518,139
345,5319,4327,151
346,1880,1684,181
347,10863,5668,170
348,7512,2144,311
349,2171,1347,194
350,7768,2468,270
351,10291,1129,237
352,8364,652,98
353,8714,1041,168
354,4168,1457,297
355,2695,311,193
356,6937,5229,247
357,8542,5972,226
358,9097,5058,243
359,1689,708,318
360,12193,2707,271
361,4554,835,270
362,8702,54,170
363,7920,350,207
364,8543,1105,226
365,3566,3485,260
366,9380,1313,164
367,9257,6291,222
368,6505,4065,198
369,706,1501,191
370,10925,5554,156
371,1479,5295,151
372,3754,2099,251
373,3038,5205,230
374,8130,4895,86
375,951,3338,132
376,880,2893,217
377,11721,963,189
378,12453,1256,230
379,6775,1374,241
380,749,3328,243
381,5012,3782,249
382,5583,1421,229
383,1162,5780,349
384,7179,4309,223
385,3249,2203,281
386,6110,880,291
387,2892,4120,274
388,1395,1941,170
389,808,4111,198
390,11727,1675,262
391,195,1233,230
392,4344,3210,246
393,6933,3433,225
394,6417,1207,266
395,11107,4429,276
396,782,4740,189
397,1661,4824,232
398,5118,2890,254
399,9172,1034,150
400,7882,5613,145
401,4969,3871,192
402,704,3448,212
403,9831,3647,356
404,719,4929,171
405,7528,1663,235
406,3075,3635,246
407,1911,6464,198
408,10640,6388,140
409,6022,1473,217
410,5779,5488,228
411,1924,1628,215
412,9622,5761,286
413,4919,6086,176
414,8582,729,299
415,6566,3754,156
416,9562,4830,208
417,9620,2028,208
418,5354,3084,160
419,6927,3227,202
420,92,3609,188
421,9260,1129,299
422,375,3076,182
423,11900,1501,256
424,794,2912,327
425,8316,977,165
426,7421,5235,309
427,95,3602,202
428,9265,5978,127
429,610,83,236
430,11061,2834,307
431,6727,848,177
432,8596,1647,370
433,2886,5620,228
434,5526,6581,253
435,8712,1825,234
436,1210,6591,263
437,1313,3496,269
438,3982,3513,372
439,9088,770,115
440,11629,2641,100
441,1103,6091,219
442,9635,2873,572
443,10044,1781,252
444,10915,5235,204
445,6974,4503,139
446,11978,2616,96
447,5356,6347,169
448,471,1881,303
449,10306,3028,210
450,11083,5627,222
451,5178,3327,224
452,5114,1952,220
453,9169,2110,231
454,1258,1412,237
455,7668,6271,193
456,12717,4520,224
457,2586,5508,252
458,12107,4494,345
459,8497,4330,254
460,9836,3132,317
461,4144,4254,182
462,12471,3027,290
463,7695,275,191
464,11529,1908,206
465,11329,1750,209
466,4435,6049,266
467,4586,3650,190
468,1972,5784,149
469,4686,1605,193
470,1399,3829,281
471,5417,3210,116
472,7636,161,219
473,2707,1379,380
474,8989,3017,286
475,7367,4262,277
476,2049,3212,230
477,3582,2971,258
478,4357,2147,354
479,9514,1591,218
480,659,4616,255
481,1636,59,391
482,4864,4731,192
483,10039,807,106
484,10457,4077,291
485,3484,4275,185
486,12724,6500,214
487,1977,4575,205
488,6583,5205,257
489,94,2918,177
490,11743,1584,198
491,8143,2906,234
492,9717,2289,191
493,1711,2118,375
494,7448,5369,216
495,2608,1985,247
496,1303,4802,351
497,7023,533,92
498,351,1281,279
499,10236,737,205
500,11953,1408,162
501,8011,3383,143
502,3380,1129,220
503,10723,1265,196
504,5044,6046,217
505,371,6291,203
506,2040,6419,209
507,12103,355,108
508,12307,5733,201
509,3701,1085,215
510,11238,2558,214
511,5573,2737,401
512,4643,5692,257
513,9298,4687,403
514,8985,3169,204
515,12086,1129,285
516,12128,753,304
517,5058,1647,260
518,1310,5676,186
519,10362,6202,239
520,130,2334,245
521,3844,1156,205
522,3535,39,252
523,4459,5517,144
524,9945,924,242
525,11583,3041,220
526,7431,2427,314
527,1735,3704,246
528,8561,4667,160
529,1914,4050,309
530,2002,1522,168
531,2465,339,172
532,2799,5744,164
533,9876,5733,142
534,6063,4524,215
535,1118,26,227
536,1256,2825,295
537,4302,5181,155
538,1028,5893,153
539,268,1825,184
540,3312,6340,183
541,7840,1559,295
542,1032,4364,169
543,1296,3701,29
544,7024,5954,180
545,10446,6340,178
546,8074,1833,194
547,7604,3502,235
548,6416,6325,155
549,12378,1230,286
550,2671,5508,308
551,5466,3115,255
552,3965,3921,200
553,453,2837,209
554,9857,4283,221
555,10767,3950,242
556,11133,1201,197
557,4934,6546,190
558,12397,6119,196
559,9799,1462,296
560,2350,5621,236
561,5784,6183,223
562,8774,1208,178
563,4196,1471,246
564,1323,4731,229
565,5135,3115,186
566,8262,1014,175
567,11360,5685,283
568,82,5895,213
569,2401,2408,191
570,3209,2158,199
571,3766,1353,216
572,9974,67,230
573,6299,4067,174
574,1981,4155,226
575,12351,5723,198
576,5770,4185,196
577,8187,2907,229
578,3812,3467,249
579,7178,5367,256
580,8449,5294,147
581,12191,668,227
582,3754,2099,203
583,7612,5698,227
584,12168,1136,271
585,5159,567,260
586,12273,2716,265
587,8958,4045,202
588,2008,3217,202
589,5209,3525,267
590,1705,1210,363
591,4487,4581,199
592,6616,1258,223
593,9349,1499,169
594,5985,1972,118
595,7898,4561,221
596,8297,4964,263
597,12148,5198,136
598,5417,3210,231
599,10084,5622,189
600,9476,4915,237
601,6629,6542,314
602,4973,3496,197
603,6441,5212,172
604,6372,2617,231
605,5200,525,111
606,2134,6286,199
607,7433,6394,222
608,12047,4136,228
609,4690,4819,275
610,10310,5031,289
611,9377,2295,170
612,2722,2833,287
613,6082,4069,190
614,6347,6251,103
615,844,3646,324
616,2685,945,208
617,220,5883,266
618,8874,1647,211
619,6111,2878,227
620,3898,3848,150
621,10856,4347,198
622,9812,1099,171
623,6239,64,230
624,3293,5856,161
625,4747,4067,278
626,451,1569,220
627,7531,1186,207
628,2301,4766,188
629,1378,3982,248
630,386,3149,308
631,11650,231,233
632,10603,5465,156
633,10024,810,402
634,7880,6584,207
635,4908,179,244
636,10645,2809,191
637,1218,1358,193
638,4173,6565,229
639,7879,469,234
640,4317,590,224
641,5688,919,199
642,1957,5406,430
643,4766,4182,228
644,5038,2683,227
645,7068,3188,187
646,8712,1825,224
647,7407,4368,242
648,5004,2175,279
649,11640,6423,186
650,11394,1405,201
651,10413,6593,236
652,8802,5391,228
653,5067,1647,406
654,7670,3079,238
655,11158,2489,163
656,4520,4144,297
657,11156,4658,249
658,1646,1968,147
659,3740,3718,149
660,10459,945,264
661,10238,6226,271
662,1791,2356,192
663,7151,4636,239
664,8822,2707,288
665,385,5148,217
666,5389,1906,213
667,4481,5200,257
668,3967,3041,281
669,6685,6426,320
670,4386,6199,171
671,8544,792,259
672,3889,5964,206
673,10157,5527,154
674,11357,3646,436
675,8613,4067,146
676,10027,1643,216
677,8695,1110,371
678,1333,3773,203
679,6622,6064,223
680,5530,1638,120
681,8592,4658,123
682,6162,60,315
683,7815,3575,142
684,10444,919,293
685,5968,3455,301
686,7085,3210,180
687,7562,4916,277
688,6442,3888,306
689,2334,2175,231
690,3777,6441,223
691,143,614,232
692,9936,3133,214
693,2426,1120,234
694,9386,4171,270
695,10582,1638,504
696,3220,3201,212
697,5140,3558,200
698,1582,1507,231
699,8670,324,225
700,34,3230,202
701,3550,1835,174
702,2672,5508,311
703,9148,1958,282
704,6713,4532,185
705,9329,6331,303
706,4711,492,239
707,5063,6157,221
708,2074,3370,193
709,7813,1877,245
710,5187,5697,288
711,4070,491,209
712,2255,5117,197
713,3431,6049,197
714,128,3429,344
715,6261,1457,389
716,1134,3517,278
717,1393,6410,232
718,6023,179,211
719,1100,1949,200
720,11056,5428,230
721,11560,6021,291
722,9193,5002,193
723,943,2175,252
724,12531,2143,167
725,3986,2175,261
726,496,2090,260
727,10059,5899,201
728,4774,1673,21
729,5583,6060,193
730,2864,4942,265
731,11275,3979,251
732,7791,6226,182
733,4167,5406,350
734,6189,6137,219
735,11558,4078,166
736,5081,5596,149
737,10957,140,197
738,7220,1997,243
739,5692,2597,155
740,7960,5862,223
741,10738,1023,216
742,216,2552,214
743,3759,6490,210
744,9742,2948,273
745,8053,4354,189
746,9822,1348,247
747,7523,295,362
748,726,1830,248
749,5574,5935,298
750,2154,884,237
751,11642,4239,235
752,5286,3518,121
753,71,6463,269
754,8567,1700,568
755,8714,1041,184
756,9752,1065,266
757,437,5676,147
758,1870,2609,205
759,5686,3449,278
760,1207,1994,67
761,5313,5172,409
762,12607,109,173
763,1866,2098,419
764,8866,6042,130
765,4264,6428,199
766,199,3599,273
767,9291,926,140
768,3109,5950,141
769,11475,959,205
770,10088,358,247
771,2483,657,191
772,248,3348,167
773,11190,966,149
774,793,2697,172
775,1267,1871,362
776,7936,736,200
777,4166,671,311
778,6299,4067,188
779,8053,4354,237
780,9591,2331,335
781,648,6018,279
782,6663,977,187
783,5353,4782,175
784,2340,5367,234
785,6156,1010,153
786,2065,6610,181
787,5277,5808,235
788,5050,602,212
789,12275,6062,577
790,350,1713,222
791,6188,3465,203
792,4359,1830,215
793,559,4879,131
794,1086,5732,183
795,1692,2627,245
796,10470,3640,191
797,10044,1781,245
798,10674,2488,254
799,2348,1298,303
800,5015,6164,269
801,6611,6389,283
802,11870,2878,205
803,8409,4954,312
804,8720,5276,182
805,6484,2633,222
806,431,5828,197
807,10463,5235,246
808,3695,3114,396
809,9238,813,307
810,12573,1976,133
811,11652,788,266
812,1452,3865,246
813,6148,4836,262
814,12415,794,210
815,11366,6565,184
816,10969,2597,252
817,9459,4970,250
818,5502,4859,232
819,4255,6301,290
820,12536,1399,192
821,10639,5567,185
822,11743,1584,189
823,2676,3197,243
824,12308,3570,216
825,5542,5468,151
826,3503,4064,295
827,7499,5406,541
828,106,6331,347
829,5824,109,240
830,3278,5945,157
831,12008,6336,715
832,5988,4142,126
833,4224,6485,195
834,12379,4916,212
835,2541,1207,201
836,1771,4687,386
837,91,3863,374
838,1177,2031,211
839,6591,5970,189
840,10235,632,212
841,2856,1322,311
842,10759,1018,186
843,7339,3705,126
844,10613,5496,199
845,1167,210,155
846,7897,2298,171
847,9746,1216,200
848,1705,1210,318
849,7966,6250,248
850,5647,4955,347
851,4099,1423,187
852,4230,5470,235
853,2691,275,226
854,9117,2314,235
855,12085,4903,165
856,5424,3699,255
857,4167,5406,244
858,7806,4030,374
859,11239,2472,181
860,11663,1847,274
861,3754,2099,185
862,996,1925,250
863,10372,5582,13
864,1438,4196,189
865,8000,21,175
866,2010,2227,194
867,4338,5101,122
868,633,2146,192
869,11887,1668,254
870,7753,2830,156
871,1764,4903,238
872,1749,4688,196
873,9879,3781,215
874,10719,6325,294
875,4167,5406,213
876,7351,824,217
877,10868,4456,212
878,1346,3705,272
879,3893,6127,147
880,2063,3543,246
881,6622,6064,50
882,3985,6394,182
883,10198,2236,124
884,853,5899,225
885,4433,1515,156
886,3757,4330,166
887,4202,2582,191
888,1409,3113,232
889,9213,1288,244
890,6340,1779,243
891,8673,4360,273
892,10595,2625,177
893,10180,5403,329
894,7209,5155,218
895,7475,6621,289
896,306,1262,237
897,8066,4375,406
898,3834,1149,219
899,5909,5815,273
900,10651,1119,162
901,9615,5090,401
902,7478,3346,265
903,5658,5639,312
904,11565,1207,303
905,5691,4988,189
906,5335,3823,483
907,12554,698,128
908,12284,5149,258
909,3963,5198,143
910,2313,2787,523
911,416,4740,199
912,6635,1221,159
913,1030,6061,344
914,4495,1906,196
915,10538,238,259
916,3204,5005,211
917,4215,3835,287
918,1561,2172,297
919,7981,920,210
920,9394,3650,200
921,9146,2346,210
922,9084,6023,246
923,4857,2262,222
924,1326,2343,216
925,11295,5038,111
926,2759,3902,256
927,11230,5382,151
928,10890,6014,198
929,1002,956,239
930,4644,3422,255
931,5298,6650,181
932,3485,2959,347
933,2910,4374,155
934,4096,4313,266
935,1763,4916,256
936,2331,3586,715
937,7140,6331,149
938,10937,5574,154
939,6321,529,200
940,11234,3092,216
941,11400,6582,159
942,2391,5330,296
943,1226,2280,303
944,8585,5403,274
945,722,1044,203
946,2444,6085,274
947,3954,5358,153
948,2354,3741,373
949,7125,517,404
950,11177,5342,538
951,2041,1485,283
952,9458,334,205
953,7166,3150,237
954,4829,6629,151
955,3698,1899,162
956,3390,6565,226
957,2736,4874,201
958,7977,33,198
959,9631,4035,196
960,6141,5678,237
961,6241,6142,227
962,1808,4090,138
963,1924,1628,203
964,9219,5729,177
965,3226,5192,243
966,5708,4155,184
967,8003,5016,145
968,578,1233,253
969,4873,4941,180
970,1446,2846,329
971,7871,304,249
972,2814,3510,162
973,10550,919,179
974,5686,6245,160
975,730,484,202
976,12362,5899,224
977,280,5084,242
978,2253,6349,164
979,13,276,185
980,5581,3605,309
981,8093,3137,197
982,7981,920,265
983,8564,4065,93
984,3135,6459,356
985,11720,6535,220
986,9155,1135,223
987,12166,6604,112
988,647,899,209
989,4470,2260,231
990,2754,3742,412
991,2142,1412,176
992,6058,3094,268
993,16,4328,278
994,7996,4670,249
995,2465,339,194
996,562,4089,194
997,516,1123,333
998,6865,688,197
999,2611,5367,294
1000,4539,4338,280
1001,4541,776,230
1002,1730,4088,261
1003,8143,2906,248
1004,4322,5869,283
1005,5393,2852,187
1006,10565,5744,246
1007,9430,282,157
1008,10813,34,311
1009,5829,5554,270
1010,2886,5620,229
1011,11225,4327,304
1012,9697,2586,150
1013,3623,4945,178
1014,12040,2265,249
1015,5543,2689,251
1016,12423,3616,319
1017,3110,5612,242
1018,1989,1769,200
1019,2432,916,173
1020,1946,367,222
1021,12495,5156,140
1022,4151,5953,183
1023,5667,754,219
1024,11915,6070,241
1025,5611,6573,276
1026,1262,945,229
1027,2679,5358,141
1028,2651,5556,122
1029,756,1949,187
1030,2132,6530,174
1031,11894,254,198
1032,10777,4567,398
1033,6893,5869,194
1034,6741,453,236
1035,2040,6419,114
1036,10138,3413,198
1037,2980,6543,177
1038,7872,713,226
1039,588,4228,301
1040,249,36,216
1041,4395,2640,114
1042,6488,5471,220
1043,6131,6542,205
1044,11150,1669,211
1045,1081,188,187
1046,5058,1647,177
1047,3884,1970,219
1048,7364,1781,185
1049,717,5977,215
1050,7700,1628,194
1051,2790,4974,243
1052,8927,6200,215
1053,8588,5224,292
1054,6018,4675,245
1055,10424,903,178
1056,4999,4520,161
1057,7695,275,215
1058,7222,4471,227
1059,8679,3481,182
1060,11391,3433,320
1061,726,1830,320
1062,8714,1041,178
1063,1148,2021,235
1064,7774,1856,349
1065,5728,453,261
1066,6729,4190,257
1067,12640,3326,172
1068,8726,6047,221
1069,11493,4501,177
1070,4387,2346,180
1071,8049,3649,270
1072,3440,684,194
1073,3451,5598,216
1074,8428,2296,187
1075,8323,4030,195
1076,3147,1087,244
1077,8579,2397,180
1078,2779,3483,226
1079,9017,4792,589
1080,451,1569,258
1081,3105,5878,139
1082,5539,4636,246
1083,489,4521,137
1084,11509,89,172
1085,3883,3465,186
1086,1289,5069,237
1087,8757,5206,239
1088,5379,3584,414
1089,5810,4803,149
1090,9064,1230,366
1091,10804,6011,297
1092,4432,4644,221
1093,10994,3413,364
1094,7541,4713,239
1095,664,6565,211
1096,1164,362,231
1097,11547,4131,92
1098,7645,6480,241
1099,1577,4976,225
1100,8488,6002,245
1101,5815,6009,293
1102,8456,4520,164
1103,11232,5885,221
1104,5543,2689,158
1105,11669,3209,159
1106,6597,79,189
1107,4229,4460,201
1108,7747,2972,273
1109,11928,3110,272
1110,11438,4748,195
1111,11087,5815,260
1112,9828,2162,414
1113,8974,5941,279
1114,912,4973,132
1115,4553,5679,209
1116,7668,6271,248
1117,3582,2971,275
1118,2550,3810,326
1119,12548,5954,247
1120,3926,2891,152
1121,3033,954,186
1122,9980,6324,213
1123,11800,4123,265
1124,2029,5053,163
1125,263,2582,110
1126,1501,6566,225
1127,9072,137,269
1128,5151,6538,229
1129,8361,4477,226
1130,9101,945,231
1131,5248,725,223
1132,8727,798,311
1133,1286,3230,249
1134,10298,5149,251
1135,5070,5465,256
1136,1937,5537,210
1137,11991,1210,241
1138,11790,5006,176
1139,4079,1531,153
1140,3816,3521,199
1141,7663,1385,268
1142,9493,2607,225
1143,3907,717,204
1144,1688,5040,202
1145,7476,2749,312
1146,2095,6018,177
1147,71,6463,166
1148,2888,1411,207
1149,12021,137,210
1150,12025,4223,276
1151,11141,729,269
1152,11895,1235,191
1153,5903,462,239
1154,7775,5010,412
1155,275,5953,203
1156,11111,4550,194
1157,10925,5554,191
1158,4438,6209,187
1159,8655,6198,284
1160,9245,5556,226
1161,775,1616,153
1162,5552,4986,191
1163,7501,2113,236
1164,539,5862,160
1165,3379,5155,185
1166,11836,3304,266
1167,2296,836,950
1168,990,1212,179
1169,3950,995,231
1170,312,5977,244
1171,4542,676,157
1172,1246,1129,244
1173,1423,3564,182
1174,2976,3537,190
1175,10138,3413,332
1176,2473,6463,286
1177,8520,2194,225
1178,11630,2908,253
1179,811,879,174
1180,12056,4355,250
1181,9369,2880,158
1182,10439,6358,238
1183,8574,684,227
1184,10699,5716,285
1185,7074,4173,216
1186,4792,1366,205
1187,4673,5347,259
1188,1742,5477,250
1189,8877,6479,230
1190,9675,281,370
1191,9639,393,192
1192,6475,1906,295
1193,8419,3319,212
1194,11457,4327,134
1195,4864,4731,289
1196,8742,2175,198
1197,6485,4120,245
1198,6150,3829,247
1199,4895,4262,259
1200,6069,1005,289
1201,12092,4067,175
1202,784,2358,241
1203,10152,2087,330
1204,1300,5405,560
1205,161,5793,286
1206,4192,4961,196
1207,5119,1871,355
1208,11454,429,263
1209,6390,2031,232
1210,5609,1905,234
1211,2627,1475,224
1212,4990,2968,234
1213,1399,3829,228
1214,8492,307,156
1215,10370,4642,240
1216,9910,2140,216
1217,3188,5893,410
1218,170,433,297
1219,2383,1531,239
1220,3993,3642,172
1221,8206,2642,173
1222,12607,109,298
1223,7610,5330,308
1224,7610,5330,222
1225,9501,4631,173
1226,4846,464,269
1227,2201,2699,221
1228,3022,658,239
1229,5823,3393,226
1230,10410,5367,216
1231,2114,3649,223
1232,2220,2094,185
1233,711,5327,181
1234,8470,6086,222
1235,7822,833,265
1236,924,5658,203
1237,7725,1751,195
1238,7949,1920,211
1239,5679,5338,278
1240,6543,671,290
1241,5852,2111,201
1242,1894,3759,305
1243,3680,5508,189
1244,8758,4427,129
1245,4271,5816,193
1246,10546,4304,315
1247,11806,3009,243
1248,8736,2413,174
1249,10805,5166,293
1250,4716,1041,213
1251,12475,1212,185
1252,4987,1522,210
1253,10336,117,256
1254,398,3133,331
1255,12129,4509,204
1256,5710,4796,191
1257,1353,588,190
1258,1931,1082,292
1259,243,3149,446
1260,10144,3781,240
1261,12488,5579,280
1262,10361,6639,355
1263,9535,2900,214
1264,8876,2297,305
1265,2365,4914,199
1266,11112,5306,192
1267,10931,871,102
1268,6665,1735,238
1269,8466,2971,203
1270,1593,3810,303
1271,4462,4330,212
1272,8308,6643,191
1273,5459,3765,371
1274,4518,5720,259
1275,11281,1233,343
1276,5929,2688,258
1277,12076,4919,225
1278,2380,2456,385
1279,9675,281,256
1280,1229,5292,290
1281,5237,465,138
1282,10033,2252,206
1283,2612,1292,247
1284,3212,5720,273
1285,8491,1484,249
1286,1421,3597,167
1287,7330,689,237
1288,5628,2122,256
1289,5506,4083,161
1290,11244,6394,221
1291,9078,3680,249
1292,11555,3743,197
1293,4412,3050,190
1294,2192,5037,172
1295,4228,5733,146
1296,2013,3050,225
1297,4829,6629,230
1298,8744,4448,223
1299,6663,977,204
1300,7050,2787,298
1301,1738,6292,220
1302,3405,2948,226
1303,3700,5816,483
1304,1404,5763,277
1305,1758,1647,207
1306,7545,4961,217
1307,1532,4339,225
1308,3370,1916,325
1309,5832,919,153
1310,1650,3255,260
1311,2062,6501,218
1312,10099,5406,276
1313,2329,4372,209
1314,8329,1155,157
1315,7217,3562,249
1316,9402,3800,281
1317,6127,1552,260
1318,1973,28,198
1319,9756,1419,191
1320,10074,5445,248
1321,8403,4163,134
1322,128,3429,297
1323,2732,2289,156
1324,7435,467,281
1325,253,3914,218
1326,1663,57,238
1327,11432,5930,188
1328,4872,4583,221
1329,9002,3112,217
1330,2549,3805,292
1331,8663,1372,214
1332,9334,5954,207
1333,10781,6061,294
1334,350,1713,124
1335,10218,5289,233
1336,4056,2536,209
1337,8148,2898,238
1338,242,1986,362
1339,11311,1420,195
1340,5612,6463,205
1341,4133,5417,198
1342,12317,652,210
1343,2928,1041,237
1344,911,102,147
1345,2319,2023,196
1346,5191,6465,252
1347,9205,5544,265
1348,71,6463,194
1349,3901,2557,232
1350,5755,4646,244
1351,6222,2371,186
1352,3046,1506,223
1353,10332,398,208
1354,5979,301,246
1355,10662,3575,268
1356,924,5658,190
1357,12197,2172,335
1358,10002,2948,308
1359,6501,963,142
1360,6309,3415,212
1361,6768,5526,327
1362,11945,3292,200
1363,2764,4967,179
1364,1095,3496,208
1365,9176,4074,163
1366,12700,3140,196
1367,11336,3829,290
1368,10899,2822,297
1369,7342,1766,189
1370,7231,1906,203
1371,12041,3358,200
1372,198,137,217
1373,1200,3829,244
1374,10838,1591,214
1375,9592,3648,305
1376,11693,5492,194
1377,4383,2716,307
1378,2819,5127,275
1379,8583,6184,241
1380,11049,3482,207
1381,6044,5224,200
1382,12092,4067,178
1383,2310,2013,353
1384,5976,5006,185
1385,5601,864,208
1386,10610,117,196
1387,2010,2227,213
